X,Y,cluster,name
42,0.879502863683604,1.3535405396226,2,P1_D06.1.geno
43,2.16501376462229,3.96485462337247,2,P1_D07.1.geno
44,-9.31128049020925,-6.53371156390589,1,P1_D08.1.geno
45,0.923255453320598,-0.0710335854139898,2,P1_D09.1.geno
46,-9.02735193517245,-6.24033612819602,1,P1_D11.1.geno
47,-8.58015214008562,-4.79810012884853,1,P1_D12.1.geno
48,4.61843047711871,-0.0889161629483122,2,P1_E01.1.geno
49,2.21587352105362,-1.09501305547542,2,P1_E02.1.geno
50,1.56898815175241,2.95338811476442,2,P1_E03.1.geno
51,4.27045116528281,2.87709580840092,2,P1_E04.1.geno
52,1.72966766624889,-0.888973800387629,2,P1_E05.1.geno
53,-8.57624198267385,-4.96768768690372,1,P1_E06.1.geno
54,3.30550052307975,-0.122611260553747,2,P1_E07.1.geno
55,0.749928662669277,0.55361307805293,2,P1_E08.1.geno
56,-8.57351733210041,-4.96691769403625,1,P1_E09.1.geno
57,3.73108584155541,-0.769549030281419,2,P1_E11.1.geno
58,1.04896359990928,-0.16696389811499,2,P1_E12.1.geno
59,1.87373069059515,3.18954824773934,2,P1_F01.1.geno
60,-8.08804114304469,-6.24614431148042,1,P1_F02.1.geno
61,1.31468865335927,-0.406006067973652,2,P1_F03.1.geno
62,2.33461085821101,-0.0765869481579186,2,P1_F04.1.geno
63,0.463002122514103,2.87624960346983,2,P1_F05.1.geno
64,2.11886876421817,3.14858559456826,2,P1_F06.1.geno
65,2.55797816933218,-0.14518007113126,2,P1_F07.1.geno
66,-7.82780747413507,-5.54217765315834,1,P1_F08.1.geno
67,2.06777351165725,1.58309762092554,2,P1_F09.1.geno
68,4.13979249735546,1.55229791021365,2,P1_F10.1.geno
69,2.72249876361553,-0.269131814625376,2,P1_F11.1.geno
70,0.313131621774396,1.94944681291055,2,P1_F12.1.geno
71,-8.93731688308167,-6.42994698993885,1,P1_G02.1.geno
72,4.32191830812694,3.47435494326008,2,P1_G03.1.geno
73,4.04290556826218,2.10404788519555,2,P1_G04.1.geno
74,-9.02479315905323,-6.23955246882038,1,P1_G05.1.geno
75,-3.95155178818793,-1.89563857843192,3,P1_G06.1.geno
76,4.35755703498569,3.48407411061469,2,P1_G07.1.geno
77,3.73147791237829,-0.769388541055212,2,P1_G08.1.geno
78,1.87740862879983,0.109782130650717,2,P1_G09.1.geno
79,4.33006040975156,0.870769088884181,2,P1_G10.1.geno
80,-9.0277630110108,-6.24046365136981,1,P1_G11.1.geno
81,4.31548160342894,-0.380377827036494,2,P1_G12.1.geno
82,1.63695889354002,0.337229833128523,2,P1_H01.1.geno
83,4.02023228304572,2.1510905535704,2,P1_H02.1.geno
84,2.02559794007214,0.0166696255628641,2,P1_H03.1.geno
85,4.14877304325997,1.51988550912899,2,P1_H04.1.geno
86,4.67973854719446,2.59496587755683,2,P1_H05.1.geno
87,5.00766135034202,2.33669893017033,2,P1_H06.1.geno
88,-9.02709878731203,-6.24036010450264,1,P1_H07.1.geno
89,2.56398745237662,1.95336536471652,2,P1_H08.1.geno
90,3.6552627921105,2.75425952613817,2,P1_H09.1.geno
91,4.14978177744802,1.53310848426171,2,P1_H10.1.geno
92,3.20880689992863,-0.144820053699044,2,P1_H11.1.geno
93,2.72172898736569,3.1727500271981,2,P1_H12.1.geno
94,4.70292280398814,0.0944559090026967,2,P2_A01.1.geno
95,2.61443385171033,3.12398529000383,2,P2_A02.1.geno
96,3.77627847321834,-0.0138208256845385,2,P2_A03.1.geno
97,2.74756685829667,3.12306632000488,2,P2_A04.1.geno
98,-8.62874202958995,-4.76269251134689,1,P2_A05.1.geno
99,1.48027403617931,3.8570529975418,2,P2_A07.1.geno
100,0.741634934722433,1.77484587900754,2,P2_A08.1.geno
101,5.08966340586254,1.55863219164779,2,P2_A09.1.geno
102,2.00798865825347,3.15781604487902,2,P2_A10.1.geno
103,1.26483439113497,0.665805222427165,2,P2_A11.1.geno
104,2.52792153531713,-0.0918932226108144,2,P2_A12.1.geno
105,-8.57282726647904,-4.96809034358857,1,P2_B01.1.geno
106,1.42633100931606,2.79706383644174,2,P2_B02.1.geno
107,0.837527139637577,1.49463950110752,2,P2_B06.1.geno
108,-3.69054744833401,-1.06551905378807,3,P2_B07.1.geno
109,1.06862680576264,2.30991036714402,2,P2_B08.1.geno
110,5.15797551334613,0.912964298017194,2,P2_B09.1.geno
111,2.97172901473212,1.44468930143537,2,P2_B10.1.geno
112,2.92400725706097,1.80293332546232,2,P2_B11.1.geno
113,3.14776697326136,1.52029400530963,2,P2_B12.1.geno
114,1.40964616250615,0.511502460653251,2,P2_C02.1.geno
115,-0.749121019221041,0.375002603624032,2,P2_C03.1.geno
116,-1.07761325738675,0.243017164510579,3,P2_C05.1.geno
117,-0.87516394214129,0.324828365523167,2,P2_C07.1.geno
118,2.96960541618053,1.74972021386801,2,P2_C08.1.geno
119,2.88010454464322,1.85067619347989,2,P2_C09.1.geno
120,3.10798865405053,1.57243055743867,2,P2_C12.1.geno
121,3.05008545022476,1.61074712975824,2,P2_D03.1.geno
122,3.02403687665969,1.67103112500655,2,P2_D04.1.geno
123,2.88010438413513,1.85067632908631,2,P2_D05.1.geno
124,-9.02704051099362,-6.24018858919182,1,P2_D06.1.geno
125,-9.02811717635223,-6.24009170139215,1,P2_D07.1.geno
126,-9.02740750689755,-6.2395821316911,1,P2_D08.1.geno
127,3.05008545017048,1.61074712994783,2,P2_D09.1.geno
128,-9.02640959464064,-6.24011622001528,1,P2_E01.1.geno
129,2.2744631611968,1.8334859411001,2,P2_E02.1.geno
130,2.88010438413511,1.85067632908633,2,P2_E03.1.geno
131,-3.69057865363455,-1.06555795086792,3,P2_E05.1.geno
132,0.370381649796521,1.41633192450467,2,P2_E06.1.geno
133,-9.31407703764732,-6.57432986117995,1,P2_E09.1.geno
134,2.85867692754735,1.62368343375297,2,P2_E11.1.geno
135,2.75076309653995,1.91377529652361,2,P2_E12.1.geno
136,-9.02829852731989,-6.24013498756233,1,P2_F02.1.geno
137,2.80838481182333,1.8909369098558,2,P2_F03.1.geno
138,-3.6905786610188,-1.06555797567773,3,P2_F04.1.geno
139,2.55104609346259,1.95719567963843,2,P2_F05.1.geno
140,2.87590207662634,1.28507991767932,2,P2_F06.1.geno
141,2.52390821703742,1.94794736349142,2,P2_F08.1.geno
142,2.80690710769994,1.22124776948991,2,P2_F09.1.geno
143,2.87590207662633,1.28507991767931,2,P2_G03.1.geno
144,4.13419174480094,2.9691830396127,2,P2_G05.1.geno
145,2.30729560796338,1.65591711169559,2,P2_G06.1.geno
146,-9.02790519537992,-6.23964931536072,1,P2_G09.1.geno
147,2.41559080529519,1.15556826028981,2,P2_H01.1.geno
148,2.40977974624571,1.15128896765866,2,P2_H02.1.geno
149,2.30564216233185,1.65361846102362,2,P2_H04.1.geno
150,2.32256461455792,1.52098757762749,2,P2_H05.1.geno
151,2.56584019395976,1.94999777732053,2,P2_H06.1.geno
152,2.36856342329719,1.91336642397664,2,P2_H07.1.geno
153,2.78991865069916,1.20341811244971,2,P2_H08.1.geno
154,2.06918199241127,1.57483365481949,2,P2_H09.1.geno
155,-8.57350937043217,-4.96780276910734,1,P3_A01.1.geno
156,-7.93307371828323,-4.25241155905582,3,P3_A02.1.geno
157,2.8016030226489,1.21507996318855,2,P3_A03.1.geno
158,-9.02772575713738,-6.24036627806239,1,P3_A04.1.geno
159,2.79168143575983,1.20607990815833,2,P3_A05.1.geno
160,2.0611300864781,1.53768271477756,2,P3_A06.1.geno
161,2.06176464261328,1.57769427827844,2,P3_A07.1.geno
162,2.79637075951789,1.21031253479214,2,P3_A08.1.geno
163,2.51969287380317,1.94290660676642,2,P3_A09.1.geno
164,-9.03271257054929,-6.24055727440189,1,P3_A10.1.geno
165,2.48726404875108,1.9373746043834,2,P3_A11.1.geno
166,2.06041225456465,1.51662384649388,2,P3_A12.1.geno
167,2.79008103694051,1.2035515139995,2,P3_B01.1.geno
168,2.79128454173427,1.20574882995656,2,P3_B02.1.geno
169,-9.02791310605913,-6.24066639643877,1,P3_B03.1.geno
170,2.37807183960642,1.18039529690411,2,P3_B04.1.geno
171,2.38024049124947,1.17681374626794,2,P3_B05.1.geno
172,2.30112772680921,1.65867204747781,2,P3_B06.1.geno
173,2.39400474243049,1.16786437378098,2,P3_B07.1.geno
174,2.30413898163683,1.67022258063285,2,P3_B08.1.geno
175,2.38287790072385,1.17491535641331,2,P3_B09.1.geno
176,2.79116462701529,1.20579015129992,2,P3_B10.1.geno
177,2.39846000878421,1.16567283971233,2,P3_B11.1.geno
178,2.10289636469698,1.58480396146079,2,P3_B12.1.geno
179,-8.57466706250741,-4.96724385152299,1,P3_C01.1.geno
180,-8.57363019803949,-4.96765507088468,1,P3_C02.1.geno
181,2.37782959833685,1.17853690230176,2,P3_C03.1.geno
182,2.78972062026972,1.20324510925864,2,P3_C04.1.geno
183,2.37269228427678,1.18570770462868,2,P3_C05.1.geno
184,-9.02730111394949,-6.24008951397461,1,P3_C06.1.geno
185,2.311062971579,1.70095963659863,2,P3_C07.1.geno
186,2.49347457491033,1.93886644349656,2,P3_C08.1.geno
187,2.78850752989848,1.2021245245967,2,P3_C09.1.geno
188,2.50173958595892,1.93889451918241,2,P3_C10.1.geno
189,2.40251242340891,1.16264516936206,2,P3_D01.1.geno
190,2.37524043445467,1.18019720967867,2,P3_D02.1.geno
191,2.78836417660793,1.20219369163645,2,P3_D03.1.geno
192,2.41010016230424,1.15785167710218,2,P3_D05.1.geno
193,2.30442054750449,1.6460335849311,2,P3_D06.1.geno
194,2.78818812190932,1.20193354168196,2,P3_D07.1.geno
195,2.37508592079361,1.90939090539143,2,P3_D08.1.geno
196,2.06777351165435,1.58309762716726,2,P3_D09.1.geno
197,2.3788172473186,1.17765870607375,2,P3_D11.1.geno
198,2.06059347303881,1.51482457742973,2,P3_D12.1.geno
199,0.498927716044397,0.885976207039466,2,P3_E02.1.geno
200,2.0677735116546,1.58309762663248,2,P3_E03.1.geno
201,-8.40199929750058,-6.27575316820645,1,P3_E04.1.geno
202,2.05585172491775,1.49582135335746,2,P3_E05.1.geno
203,2.37731023264259,1.17891833841968,2,P3_E06.1.geno
204,2.79041442399859,1.20513853912772,2,P3_E07.1.geno
205,-7.64458907709317,-5.43026810457411,1,P3_F01.1.geno
206,-9.02785780418188,-6.24037684862493,1,P3_F04.1.geno
207,2.79008103694492,1.20355151400436,2,P3_F05.1.geno
208,2.79218667954166,1.20792338809548,2,P3_F08.1.geno
209,2.30729560796338,1.65591711169559,2,P3_F12.1.geno
210,2.79677051488634,1.21113663263806,2,P3_G02.1.geno
211,2.7938768770976,1.20784580380272,2,P3_G03.1.geno
212,2.36854122160984,1.91335675223555,2,P3_G04.1.geno
213,2.82029664098026,1.88060829937368,2,P3_G05.1.geno
214,2.37821346891139,1.18147776939197,2,P3_G06.1.geno
215,2.90579496620317,1.8242291231172,2,P3_H05.1.geno
216,-8.57431180367139,-4.96743109202354,1,P4_A01.1.geno
217,-3.69064172544156,-1.06553534112234,3,P4_A02.1.geno
218,3.05008545016735,1.61074712995877,2,P4_A03.1.geno
219,-8.57455031729954,-4.96773117862796,1,P4_A07.1.geno
220,-0.626383662299107,1.62647794990269,1,P4_A08.1.geno
221,-8.57455244649816,-4.96785098408643,1,P4_A09.1.geno
222,2.96269159681887,1.7598146010446,2,P4_A10.1.geno
223,-3.95138761863931,-1.89613851351748,3,P4_A11.1.geno
224,2.84157622680344,1.86822298341992,2,P4_A12.1.geno
225,-3.69059499941434,-1.06553351677898,3,P4_B01.1.geno
226,-8.57395426093863,-4.9675600886906,1,P4_B02.1.geno
227,-8.57349541735251,-4.96735405887038,1,P4_B03.1.geno
228,-3.69057648993432,-1.06559957799583,3,P4_B05.1.geno
229,3.05008545022476,1.61074712975824,2,P4_B06.1.geno
230,2.85867692754735,1.62368343375296,2,P4_B07.1.geno
231,3.05008545017048,1.61074712994783,2,P4_B08.1.geno
232,2.95950147189719,1.76359906668249,2,P4_B09.1.geno
233,2.30564350421686,1.65362293223499,2,P4_B11.1.geno
234,4.97026648714759,1.10859803757935,2,P4_B12.1.geno
235,1.77491883822873,0.173130479076777,2,P4_C03.1.geno
236,-9.02755788121422,-6.24041696759555,1,P4_C04.1.geno
237,0.878758624808898,1.35096512211355,2,P4_C05.1.geno
238,-0.749121019221138,0.375002603624681,2,P4_C06.1.geno
239,-3.69043125968131,-1.06555768169417,3,P4_C07.1.geno
240,0.755274486223205,0.64838149295363,2,P4_C08.1.geno
241,5.02363485560233,0.649986468288178,2,P4_C10.1.geno
242,-3.69041598992259,-1.06571475748442,3,P4_C11.1.geno
243,3.57718568487562,-0.0881008406400438,2,P4_D01.1.geno
244,1.90191382803287,-0.66659641953208,2,P4_D02.1.geno
245,1.2091785356608,0.830974294009308,2,P4_D03.1.geno
246,-8.57511485043039,-4.96763256699291,1,P4_D04.1.geno
247,2.80209093820458,3.16361633955084,2,P4_D05.1.geno
248,-3.66609461187178,-0.892964444539984,3,P4_D06.1.geno
249,2.05694916855002,0.0153052010610803,2,P4_D07.1.geno
250,-3.69057865332018,-1.06555794960667,3,P4_D08.1.geno
251,4.23851350892517,0.870736602373049,2,P4_D09.1.geno
252,-3.69057865363447,-1.06555795086765,3,P4_D11.1.geno
253,-9.02692956657038,-6.24022085674385,1,P4_D12.1.geno
254,4.23851745739373,0.870844488701592,2,P4_E01.1.geno
255,-8.57351477953346,-4.96710750675461,1,P4_E02.1.geno
256,-3.69066658219674,-1.06556599425808,3,P4_E03.1.geno
257,-3.58177612227659,-1.67893252458648,3,P4_E04.1.geno
258,1.86185278948683,3.09287285108962,2,P4_E05.1.geno
259,-3.8635710752696,-1.98807279565148,3,P4_E06.1.geno
260,-3.69066647267429,-1.0655659963194,3,P4_E07.1.geno
261,1.02479735571679,2.43430960906472,2,P4_E08.1.geno
262,-3.68864287041722,-1.06615687313379,3,P4_E09.1.geno
263,1.3668937109096,2.75336571296227,2,P4_E11.1.geno
264,1.81625119185296,3.1844513801164,2,P4_E12.1.geno
265,1.20546658237381,0.809916271950889,2,P4_F01.1.geno
266,-3.6905786628896,-1.06555798054146,3,P4_F02.1.geno
267,-3.95139076207231,-1.89646381758565,3,P4_F03.1.geno
268,5.10955364030992,1.72668420607371,2,P4_F04.1.geno
269,0.316562453261997,2.43321308017213,2,P4_F05.1.geno
270,-8.57403862516835,-4.96785630238527,1,P4_F06.1.geno
271,-3.5817833562481,-1.67893295479727,3,P4_F07.1.geno
272,0.809080288329931,0.481650254607456,2,P4_F08.1.geno
273,2.27469973906236,3.9163767506355,2,P4_F09.1.geno
274,0.980353513617599,1.39106430359332,2,P4_F10.1.geno
275,4.4735212592145,1.7288638009259,2,P4_F12.1.geno
276,3.90093190894352,0.412852732859587,2,P4_G01.1.geno
277,0.946267504195782,2.07131683976786,2,P4_G07.1.geno
278,3.02552282440137,3.9840041420596,2,P4_G09.1.geno
279,0.833351205703037,1.49901766060989,2,P4_G11.1.geno
280,3.6503444884344,2.79681279408291,2,P4_H01.1.geno
281,3.33766891913884,3.071810552988,2,P4_H06.1.geno
282,3.33766891913884,3.071810552988,2,P4_H07.1.geno
283,3.90080002822271,0.412644776656229,2,P4_H09.1.geno
284,3.90079585863672,0.4126382005413,2,P4_H10.1.geno
285,3.90079585863672,0.4126382005413,2,P4_H11.1.geno
286,2.37685375104623,1.91415786150487,2,P4_H12.1.geno
